base_card_uuid,uuid,face_change,name,type,power,toughness,loyalty,keywords,rules_text,flavor_text
d24c3d51-795d-4c01-a34a-3280fccd2d78,77c30642-c90b-41f1-a164-6130b4707230,modal_dfc,Grimclimb Pathway,Land,NULL,NULL,NULL,NULL,{T}: Add {B}.,"""My mother wanted me to take over the family dry goods business, but no. I had to come here.""\n -- Yavotz, Sea Gate Expeditionary House"
d2d19d33-407b-42fc-84de-d8a0642723c1,26a64565-6c54-4648-8e87-ec1c48710c63,double_faced_token,Centaur,Token Creature -- Centaur,3,3,NULL,Vigilance,NULL,NULL
d41b07c8-f0c8-4654-bcc2-00c785c8c628,1f75a536-f48b-458d-9f5b-38fd6b45b624,transform,Ancient of the Equinox,Creature -- Treefolk,4,4,NULL,"Delirium,Transform,Hexproof,Trample,Mill","Trample, hexproof","""When the leaves fall and the nights grow cold, look elsewhere for firewood.""\n -- Ola of Lambholt"
d4c1d671-60f1-4415-860f-e73eb6cbc85e,01b282e4-b695-473e-8b60-a8c175300a50,art_series,Sword of Truth and Justice,Card,NULL,NULL,NULL,NULL,NULL,NULL
d4d379b5-7f56-4a7d-a4ac-131fc3d579c6,c4dc8984-703e-41ef-81e5-d7022ceee7f8,transform,Primal Wellspring,Land,NULL,NULL,NULL,Transform,"(Transforms from Primal Amulet.)\n{T}: Add one mana of any color. When that mana is spent to cast an instant or sorcery spell, copy that spell and you may choose new targets for the copy.",NULL
d5e84d80-b5a6-4cd1-9f31-f6ca46bf2c0c,40964643-aa2d-4275-abf0-a76b21030399,transform,Lone Wolf of the Natterknolls,Creature -- Werewolf,3,5,NULL,Transform,"Whenever an opponent casts a spell during your turn, draw two cards.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Lone Wolf of the Natterknolls.",""". . . but he'll have you for lunch."""
d614903d-57e5-43fb-b5b0-b4b796038673,ba66652a-1c29-455f-9e0c-2950f84ff5ca,art_series,Swamp 2,Card,NULL,NULL,NULL,NULL,NULL,NULL
d67c7d80-05c9-4bd3-9a8e-14dfe4c075cd,18a1229d-d6d2-4680-bcb1-6e764969f6a8,double_faced_token,Energy Reserve,Card,NULL,NULL,NULL,NULL,(Place your energy counters in this area.),NULL
d728141b-2bb8-4e18-bb28-971b6641cc05,cb523931-b81d-48c8-9be4-65686d316513,transform,Vildin-Pack Alpha,Creature -- Werewolf,4,3,NULL,"Transform,Haste","Whenever a Werewolf enters the battlefield under your control, you may transform it.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Vildin-Pack Alpha.",NULL
d784b13d-ef1b-498c-84ee-15ef290fffc2,b8491b4c-827a-48a4-8966-db231e7d4afe,art_series,Pillarverge Pathway,Card,NULL,NULL,NULL,NULL,NULL,NULL
d78cd000-3908-446d-b155-dd8af3d8f166,141cf305-176e-4450-8288-658132881de1,transform,Temple of Aclazotz,Legendary Land,NULL,NULL,NULL,Transform,"(Transforms from Arguel's Blood Fast.)\n{T}: Add {B}.\n{T}, Sacrifice a creature: You gain life equal to the sacrificed creature's toughness.",""". . . to the lost temple of a bat-god of night, eternal enemy to the Threefold Sun."""
d7a03ae7-a8b5-43a5-8721-a9cc985ff961,be179032-4109-4166-b9b6-db2382dfaf80,art_series,Sea Gate Banneret,Card,NULL,NULL,NULL,NULL,NULL,NULL
d81c4b3f-81c2-403b-8a5d-c9415f73a1f9,c2be96d5-08a2-4a1b-93da-46d0454465a4,transform,"Atzal, Cave of Eternity",Legendary Land,NULL,NULL,NULL,Enchant,"(Transforms from Journey to Eternity.)\n{T}: Add one mana of any color.\n{3}{B}{G}, {T}: Return target creature card from your graveyard to the battlefield.",""". . . but every end is a new beginning."""
d89ede87-7719-496c-b0f9-905c31520d0d,38179401-5ec7-4069-a008-39b77ab3c6e5,art_series,"Ayula, Queen Among Bears",Card,NULL,NULL,NULL,NULL,NULL,NULL
d8cc182e-e398-47a7-85e1-1e50ddb991e4,22acdf09-5d25-45db-a7ae-d86adf713c91,art_series,Skyclave Basilica,Card,NULL,NULL,NULL,NULL,NULL,NULL
d8ed0335-daa6-4dbe-a94d-4d56c8cfd093,64a39f40-13c6-4e5b-bd45-3dd64f61d554,modal_dfc,Akoum Teeth,Land,NULL,NULL,NULL,Trample,Akoum Teeth enters the battlefield tapped.\n{T}: Add {R}.,"""Rock. Lava. Gravity. They're not cruel, but they're not forgiving either.""\n -- Tyrux, expedition warrior"
d936a994-e72b-4eaa-ac32-e32debc99b35,4f60b257-e98e-401a-a23b-7f5656f03daa,art_series,Prismatic Vista,Card,NULL,NULL,NULL,NULL,NULL,NULL
d93a27d8-26cf-410b-a8a9-707239134951,25e4e848-c237-4b4f-bcfe-6acfdd5ff2c2,transform,"Liliana, Defiant Necromancer",Legendary Planeswalker -- Liliana,NULL,NULL,3,Lifelink,"+2: Each player discards a card.\n -- X: Return target nonlegendary creature card with converted mana cost X from your graveyard to the battlefield.\n -- 8: You get an emblem with ""Whenever a creature dies, return it to the battlefield under your control at the beginning of the next end step."" ",NULL
d9f218ff-fbb3-4581-969d-c387c0bf62c9,666eeeb4-9909-4385-851a-851d0c932d95,modal_dfc,"Turntimber, Serpentine Wood",Land,NULL,NULL,NULL,NULL,"As Turntimber, Serpentine Wood enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {G}.","""The trees here twist around spikes of mana, feeding off the flowing power.""\n -- Jori En, expedition leader"
da57eb54-5199-4a56-95f7-f6ac432876b1,99e8f1f2-5a5d-4ca2-96a7-adeffad95f45,modal_dfc,Timbercrown Pathway,Land,NULL,NULL,NULL,NULL,{T}: Add {G}.,"""Walk quickly and ignore any roars from the undergrowth.""\n -- Enwor, Sea Gate Expeditionary House"
da5a513b-d949-46dd-bda6-002c0740c5d7,8312b97d-bdc3-479f-9c4c-295cf0be9e21,art_series,Scourge of the Skyclaves,Card,NULL,NULL,NULL,NULL,NULL,NULL
dab2899e-0a3f-48ea-b521-2b526ba63c4d,da4fa3be-f09f-443b-a76f-654b4c93012e,art_series,Watcher for Tomorrow,Card,NULL,NULL,NULL,NULL,NULL,NULL
dc0f5f99-7654-4121-b611-90454c9f75d4,066c2a5d-8463-4c8a-b775-9d7a323ab165,art_series,Island 3,Card,NULL,NULL,NULL,NULL,NULL,NULL
dd67b716-713c-4925-ac9c-0acaa705d5a5,dd48dece-ef56-4a77-bbef-752724ca2409,transform,"Azcanta, the Sunken Ruin",Legendary Land,NULL,NULL,NULL,Transform,"(Transforms from Search for Azcanta.)\n{T}: Add {U}.\n{2}{U}, {T}: Look at the top four cards of your library. You may reveal a noncreature, nonland card from among them and put it into your hand. Put the rest on the bottom of your library in any order.",NULL
dd8ca448-f734-4cb9-b1d5-790eed9a4b2d,68c64db2-fb77-4bdc-be95-aef2d4131a80,transform,Howlpack Alpha,Creature -- Werewolf,3,3,NULL,Transform,"Each other creature you control that's a Werewolf or a Wolf gets +1/+1.\nAt the beginning of your end step, create a 2/2 green Wolf creature token.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Howlpack Alpha.",NULL
de50341a-6637-4971-9794-0660c7b68b18,e7fed995-17a9-4ba7-94e3-d80aad38bc17,art_series,Plains 2,Card,NULL,NULL,NULL,NULL,NULL,NULL
df5019c7-f009-4e3a-ad7e-23427dabc757,537e67c6-c15d-4f50-aa45-a5a4196d4a8a,art_series,Throatseeker,Card,NULL,NULL,NULL,NULL,NULL,NULL
dff01835-d47a-4808-ba72-30dcb0ac9250,05f0737b-2107-4f90-85e6-3f291d0e5f27,art_series,Anticognition,Card,NULL,NULL,NULL,NULL,NULL,NULL
e0123e46-77ab-400d-bac7-a0057e137fbb,9915ca5f-70d2-4e27-834a-6b600740a557,transform,Spires of Orazca,Land,NULL,NULL,NULL,Transform,(Transforms from Thaumatic Compass.)\n{T}: Add {C}.\n{T}: Untap target attacking creature an opponent controls and remove it from combat.,"""?Ǫ a cryptic objective.""\n -- Jace Beleren"
e1915d93-c7dd-4bb7-bd5c-63a359a02b97,9b8dab9b-0d63-405b-9ae1-f07f23be4ae8,transform,Krallenhorde Howler,Creature -- Werewolf,3,3,NULL,Transform,"Creature spells you cast cost {1} less to cast.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Krallenhorde Howler.",NULL
e2235007-b02e-463b-95e1-a8bea74a0f9d,89775a13-9c3c-4abc-a8d3-b6df31f01d8e,double_faced_token,Angel,Token,NULL,NULL,NULL,Flying,NULL,NULL
e2476f7a-d4b9-4259-86f5-223fe9db496a,5d92b154-2c20-4632-bb41-5f866dd32547,art_series,Wall of One Thousand Cuts,Card,NULL,NULL,NULL,NULL,NULL,NULL
e326d5f4-63e1-45fa-8c48-6fdc05709c52,a087a467-f998-4353-a680-e61fc490d611,transform,Demon-Possessed Witch,Creature -- Human Shaman,4,3,NULL,"Delirium,Transform","When this creature transforms into Demon-Possessed Witch, you may destroy target creature.","""It looks like you could use some protection of your own."""
e42a0a3d-a987-4b24-b9d4-27380a12e093,7e3f63bd-7698-4314-9bf1-4992d7f80368,transform,Howlpack of Estwald,Creature -- Werewolf,4,6,NULL,Transform,"At the beginning of each upkeep, if a player cast two or more spells last turn, transform Howlpack of Estwald.","""Estwald's citizens don't dislike outsiders -- they taste just fine."""
e4a07170-0731-411f-acd5-041b9e7f22e2,25cfd2f6-436c-4afd-912f-5cf6702b834c,art_series,Answered Prayers,Card,NULL,NULL,NULL,NULL,NULL,NULL
e58e4576-5c3f-42ea-b6c0-0826632dd317,33b63707-81ce-45ac-8d0d-b0a84545f926,art_series,Thundering Rebuke,Card,NULL,NULL,NULL,NULL,NULL,NULL
e630fc56-a96f-4abf-be8d-f0f40d5a9edf,1ff8638f-7814-42c3-b197-6f7c4af385a8,transform,Persistent Nightmare,Creature -- Nightmare,1,1,NULL,"Skulk,Mill","Skulk (This creature can't be blocked by creatures with greater power.)\nWhen Persistent Nightmare deals combat damage to a player, return it to its owner's hand.","""It seemed so real!"""
e63f8b20-f45b-4293-9aac-cdc021939be6,da3d1519-424c-4a2d-9c18-bd178f99f986,modal_dfc,Pelakka Caverns,Land,NULL,NULL,NULL,NULL,Pelakka Caverns enters the battlefield tapped.\n{T}: Add {B}.,"""As a child, I was afraid of the dark. Now I'm afraid of the things I know are lurking in the dark, waiting to bite my head off.""\n -- Sneeflebrix, expedition rogue"
e7b5705f-dc56-41af-a781-8a41aaa7c5b8,22f95f68-2371-4a73-a508-e5a37340dba8,transform,"Jace, Telepath Unbound",Legendary Planeswalker -- Jace,NULL,NULL,5,Mill,"+1: Up to one target creature gets -2/-0 until your next turn.\n -- 3: You may cast target instant or sorcery card from your graveyard this turn. If that spell would be put into your graveyard this turn, exile it instead.\n -- 9: You get an emblem with ""Whenever you cast a spell, target opponent mills five cards."" ",NULL
e8d00d0d-93c6-4058-939b-6a0c45354efc,90f783b5-ad97-499d-a7a9-976cdca3500c,art_series,"Hogaak, Arisen Necropolis",Card,NULL,NULL,NULL,NULL,NULL,NULL
eab36651-d758-4984-ac07-0ecea7e3a386,e07f737a-3183-41dc-8d34-07db62120b8e,art_series,Bazaar Trademage,Card,NULL,NULL,NULL,NULL,NULL,NULL
eabcf59a-f300-4077-9498-f1ecb8423ee3,af75290f-d4dc-4276-8980-3a81273444a1,modal_dfc,Hagra Broodpit,Land,NULL,NULL,NULL,NULL,Hagra Broodpit enters the battlefield tapped.\n{T}: Add {B}.,"""I think we somehow got turned around.""\n -- Doros, expedition guide"
eb150d2c-8177-4565-9786-a4ca226328a0,59a05e15-0f30-4a3e-9e8a-771de01092e2,art_series,"Grakmaw, Skyclave Ravager",Card,NULL,NULL,NULL,NULL,NULL,NULL
eb55e544-ab9d-403d-93ee-19e792a256c5,2adb6d5a-90f3-4caa-8b40-fa54b0e23216,modal_dfc,Grimclimb Pathway,Land,NULL,NULL,NULL,NULL,{T}: Add {B}.,NULL
ebf5e16f-a8bd-419f-b5ca-8c7fce09c4f1,3f1dfc2f-2651-4c32-ab35-05a32a278ce3,transform,Ludevic's Abomination,Creature -- Lizard Horror,13,13,NULL,"Transform,Trample,Defender",Trample,"""After several frustrating experiments, the visionary Ludevic realized he needed to create a monster that fed on torch-wielding mobs."""
ec00d2d2-6597-474a-9353-345bbedfe57e,52c54e8e-ea3b-450c-ad45-155b236f095f,transform,Terror of Kruin Pass,Creature -- Werewolf,3,3,NULL,"Transform,First strike,Double strike","Double strike\nWerewolves you control have menace. (They can't be blocked except by two or more creatures.)\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Terror of Kruin Pass.",NULL
edc71870-656c-40f9-b2b0-f69a46bf8c51,96177123-6275-458d-b243-638f67235ca5,modal_dfc,Pillarverge Pathway,Land,NULL,NULL,NULL,NULL,{T}: Add {W}.,NULL
ee648500-a213-4aa4-a97c-b7223c11bebd,72e4f2b9-8878-4401-bbd9-3147c78bf808,transform,Fibrous Entangler,Creature -- Eldrazi Werewolf,4,6,NULL,"Vigilance,Transform",Vigilance\nFibrous Entangler must be blocked if able.\nFibrous Entangler can block an additional creature each combat.,""". . . because to be honest, I couldn't tell you.""\n -- Halana, Kessig ranger"
ef8d4393-0ded-41c2-a6b5-b01d994b32a2,21680318-a3b4-48d9-ad77-605dd15890c0,double_faced_token,Strictly Better (cont'd),Card,NULL,NULL,NULL,NULL,TO WIN:\nThe first player to win three categories is the winner!\nCATEGORIES:\n1. Best vacation spot\n2. First pick in Draft\n3. Grossest\n4. Cutest\n5. Shiniest\n6. Best rock band name\n7. Most likely to eat a hedron\n8. Best party leader\n9. Most inept\n10. Coolest treasure\n11. Most heroic\n12. Most likely to split the party\n13. Loudest\n14. The next Planeswalker\n15. The next fad diet\n16. Best mystery novel title\n17. Best birthday gift\n18. Best win condition\n19. Worst weather\n20. Worst way to die\n21. Best flavor text\n22. Best dinner date\n23. Most likely to steal your date\n24. Best dressed\n25. Tastiest\n26. Hottest\n27. Biggest\n28. Smallest\n29. Most dangerous job\n30. Dream job\n31. Most colorful\n32. Colossal Dreadmaw's dinner\n33. Last picked in dodgeball\n34. Best pet,NULL
efb61c20-84ae-45e7-9e8a-3f254f1b2a76,0d375708-42f4-45b1-843c-346d8ba5b73d,art_series,Plague Engineer,Card,NULL,NULL,NULL,NULL,NULL,NULL
f0751366-8b2e-483a-83cb-3a2d97aeb5e1,95b6e542-405a-48e6-94d1-b0f4cc23ef20,art_series,Sea Gate Restoration,Card,NULL,NULL,NULL,NULL,NULL,NULL
f17d1460-4810-448c-9bba-afd3ff0bcfd3,9ad3ab71-9abe-4f68-a27f-641498d40b0e,art_series,Soulherder,Card,NULL,NULL,NULL,NULL,NULL,NULL
f1bb8fb5-32f2-444d-85cb-de84657b21bd,8e333f87-3f29-4641-a283-d79fba481cb2,transform,"Grimlock, Ferocious King",Legendary Artifact Creature -- Dinosaur,8,8,NULL,Trample,"Trample\n{2}, Convert a Transformers toy you own to its other mode: Grimlock, Ferocious King becomes Grimlock, Dinobot Leader.","""Why you think Grimlock stupid? Me not stupid. Grimlock smartest Dinobot."""
f1ed1819-6e7b-432b-bedd-0ccda3c2ce15,498eec80-19f5-46b5-b03c-8324b3c661cd,transform,Temple of Aclazotz,Legendary Land,NULL,NULL,NULL,Transform,"(Transforms from Arguel's Blood Fast.)\n{T}: Add {B}.\n{T}, Sacrifice a creature: You gain life equal to the sacrificed creature's toughness.",""". . . to the lost temple of a bat-god of night, eternal enemy to the Threefold Sun."""
f25d56f9-aa54-4657-9ac9-e93fbba3e715,b6d0ea8e-f917-4147-ace5-53d0aaed7a24,modal_dfc,Sejiri Glacier,Land,NULL,NULL,NULL,NULL,Sejiri Glacier enters the battlefield tapped.\n{T}: Add {W}.,"""This place offers nothing and takes everything.""\n -- Enwor, Sea Gate Expeditionary House"
f2687683-2986-4e22-97d9-7820c870475b,d1310730-a1ee-42ec-93a0-2334e74c042a,transform,Stonewing Antagonizer,Artifact Creature -- Gargoyle Horror,4,2,NULL,"Flying,Transform,Defender",Flying,"""Nahiri twisted them in shape and bent them to her will."""
f31cb1d0-b6c5-4851-a0a5-7847eba9b5fb,f9861fc1-1e5e-461d-abd8-11460e5f62a0,transform,Insidious Mist,Creature -- Elemental,0,1,NULL,"Indestructible,Transform,Hexproof","Hexproof, indestructible\nInsidious Mist can't block and can't be blocked.\nWhenever Insidious Mist attacks and isn't blocked, you may pay {2}{B}. If you do, transform it.",NULL
f346605b-ab5c-4bc7-bcb8-ae3743a834a8,67b7a235-1607-43f2-8081-ca148049ef78,modal_dfc,Timbercrown Pathway,Land,NULL,NULL,NULL,NULL,{T}: Add {G}.,"""Walk quickly and ignore any roars from the undergrowth.""\n -- Enwor, Sea Gate Expeditionary House"
f3beec7a-070e-4b9f-b3b2-b3eeb80670c8,9f74ebc2-e365-43c0-a8ad-26d4e593dab2,transform,Westvale Cult Leader,Creature -- Human Cleric,*,*,NULL,Transform,"Westvale Cult Leader's power and toughness are each equal to the number of creatures you control.\nAt the beginning of your end step, create a 1/1 white and black Human Cleric creature token.",NULL
f43f5f02-1b29-4e75-a6af-378dcc88c3df,54475d1e-5f85-497b-87a9-753d1543f3f0,transform,Branded Howler,Creature -- Werewolf,4,4,NULL,Transform,"At the beginning of each upkeep, if a player cast two or more spells last turn, transform Branded Howler.","""It is said that one of the most notorious werewolf howlpacks, the Vildin, only calls those whose hands are already stained with blood."""
f500cb95-d5ea-4cf2-920a-f1df45a9059b,1ab710da-f367-4a57-a8f7-fdcdda52483c,transform,Ghastly Haunting,Enchantment -- Aura,NULL,NULL,NULL,"Flying,Transform,Enchant",Enchant creature\nYou control enchanted creature.,"""The body often twists and flails spasmodically as the spirit explores its new home."""
f530953f-1e86-4c07-891b-58b728a63844,0f170c20-d6bb-4295-875a-81bb674de706,modal_dfc,"Shatterskull, the Hammer Pass",Land,NULL,NULL,NULL,NULL,"As Shatterskull, the Hammer Pass enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {R}.","""The safest way across the Skyfangs is to fly. Shatterskull Pass is a pretty distant second.""\n -- Samila, Murasa Expeditionary House"
f78c0976-83c4-4694-a93f-13046902cdd9,46c80962-a325-4f2e-a109-3ddcb1ea9c33,double_faced_token,Goblin,Token Creature -- Goblin,1,1,NULL,NULL,NULL,NULL
f845e2ef-d4be-4dd9-85fa-41d0564faa4b,6f9ef0ea-0ab7-4ab2-a21a-5af909bdce23,transform,Final Iteration,Creature -- Eldrazi Insect,6,5,NULL,"Flying,Transform","Flying\nWizards you control get +2/+1 and have flying.\nWhenever you cast an instant or sorcery spell, create a 1/1 blue Human Wizard creature token.",NULL
f89f116a-1e8e-4ae7-be39-552e4954f229,62e5f2da-fe85-40d2-9ea8-e35c82fe6d8d,transform,Sinuous Predator,Creature -- Eldrazi Werewolf,4,4,NULL,Transform,Sinuous Predator can't be blocked by more than one creature.,"""A different kind of transformation has taken place."""
f8b8f0b4-71e1-4822-99a1-b1b3c2f10cb2,399bc0ec-fcf1-4fc3-abb0-fba07db112b7,transform,Unholy Fiend,Creature -- Horror,3,3,NULL,Transform,"At the beginning of your end step, you lose 1 life.","""The fiend tormented them by recounting the girl's memories, as if some part of her remained inside that twisted shell."""
f8fbe2a3-0425-43f9-871a-9e3748854210,61dae671-6e90-4e74-bc73-d44fdc2d5c5e,art_series,Pashalik Mons,Card,NULL,NULL,NULL,NULL,NULL,NULL
f9fefb58-f327-4801-ab6c-a7d122644325,bc3e08d9-6c8f-4074-948c-b8864bed038f,art_series,Mox Tantalite,Card,NULL,NULL,NULL,NULL,NULL,NULL
fac86e00-2ee9-4a9f-a5af-a2a4e8fa18e7,8a96b28b-acd9-48fe-93ea-9a3952fafe17,art_series,Excavating Anurid,Card,NULL,NULL,NULL,NULL,NULL,NULL
fcf2108d-21c1-4d27-8be2-80be5d295889,2e9e182d-f883-47b3-b8de-8562b90a42af,art_series,Sword of Sinew and Steel,Card,NULL,NULL,NULL,NULL,NULL,NULL
fe9f85e8-1e4c-4478-8344-71fae357b694,b1138e1f-fa64-421f-9060-9f34af16bd8c,transform,Neck Breaker,Creature -- Werewolf,4,3,NULL,Transform,"Attacking creatures you control get +1/+0 and have trample.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Neck Breaker.","""He can't outrun what he is."""
feddb683-a8f8-4def-bd3e-6d630c42cd34,9e5fba0f-3988-46c9-b955-24698e191056,modal_dfc,Sword of the Realms,Legendary Artifact -- Equipment,NULL,NULL,NULL,Equip,"Equipped creature gets +2/+0 and has vigilance.\nWhenever equipped creature dies, return it to its owner's hand.\nEquip {1}{W}",NULL
fee79733-4df7-4870-9e42-03407b5e1528,e518a135-0f11-4a23-9779-7d73424b6b49,modal_dfc,Glasspool Shore,Land,NULL,NULL,NULL,NULL,Glasspool Shore enters the battlefield tapped.\n{T}: Add {U}.,NULL
ff0063da-ab6b-499d-8e87-8b34d46f0372,2d2232c2-1e07-4009-adef-1d5c0f694dd1,transform,"Nissa, Sage Animist",Legendary Planeswalker -- Nissa,NULL,NULL,3,NULL,"+1: Reveal the top card of your library. If it's a land card, put it onto the battlefield. Otherwise, put it into your hand.\n -- 2: Create Ashaya, the Awoken World, a legendary 4/4 green Elemental creature token.\n -- 7: Untap up to six target lands. They become 6/6 Elemental creatures. They're still lands.",NULL
ff6f79f7-437a-48e7-911b-515d11fe1e6f,10f0d6f6-8c60-418f-bc51-21ad98b2ea15,modal_dfc,Valakut Stoneforge,Land,NULL,NULL,NULL,NULL,Valakut Stoneforge enters the battlefield tapped.\n{T}: Add {R}.,"""I can hear the echo of their hammers, long stilled.""\n -- Tars Olan, stoneforge mystic"
ffc5eb51-14ba-4f31-b47c-3c9b7aee96e0,57b266b8-c629-467d-9980-469bb8c63043,transform,Awoken Horror,Creature -- Kraken Horror,7,8,NULL,"Transform,Defender","When this creature transforms into Awoken Horror, return all non-Horror creatures to their owners' hands.","""It serves as evidence of the ancient power of the deep, a reminder that the sea is the only thing worthy of reverence.""\n -- Runo Stromkirk"
