id,base_card_uuid,face_change,name,type,power,toughness,loyalty,mana_cost,keywords,rules_text,flavor_text
444,f9fefb58-f327-4801-ab6c-a7d122644325,art_series,Mox Tantalite,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
445,fac86e00-2ee9-4a9f-a5af-a2a4e8fa18e7,art_series,Excavating Anurid,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
446,fcf2108d-21c1-4d27-8be2-80be5d295889,art_series,Sword of Sinew and Steel,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
447,fe9f85e8-1e4c-4478-8344-71fae357b694,transform,Neck Breaker,Creature -- Werewolf,4,3,NULL,NULL,Transform,"Attacking creatures you control get +1/+0 and have trample.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Neck Breaker.","""He can't outrun what he is."""
449,fee79733-4df7-4870-9e42-03407b5e1528,modal_dfc,Glasspool Shore,Land,NULL,NULL,NULL,NULL,NULL,Glasspool Shore enters the battlefield tapped.\n{T}: Add {U}.,NULL
450,ff0063da-ab6b-499d-8e87-8b34d46f0372,transform,"Nissa, Sage Animist",Legendary Planeswalker -- Nissa,NULL,NULL,3,NULL,NULL,"+1: Reveal the top card of your library. If it's a land card, put it onto the battlefield. Otherwise, put it into your hand.\n -- 2: Create Ashaya, the Awoken World, a legendary 4/4 green Elemental creature token.\n -- 7: Untap up to six target lands. They become 6/6 Elemental creatures. They're still lands.",NULL
451,ff6f79f7-437a-48e7-911b-515d11fe1e6f,modal_dfc,Valakut Stoneforge,Land,NULL,NULL,NULL,NULL,NULL,Valakut Stoneforge enters the battlefield tapped.\n{T}: Add {R}.,"""I can hear the echo of their hammers, long stilled.""\n -- Tars Olan, stoneforge mystic"
452,ffc5eb51-14ba-4f31-b47c-3c9b7aee96e0,transform,Awoken Horror,Creature -- Kraken Horror,7,8,NULL,NULL,"Transform,Defender","When this creature transforms into Awoken Horror, return all non-Horror creatures to their owners' hands.","""It serves as evidence of the ancient power of the deep, a reminder that the sea is the only thing worthy of reverence.""\n -- Runo Stromkirk"
453,97502411-5c93-434c-b77b-ceb2c32feae7,modal_dfc,Sword of the Realms,Legendary Artifact -- Equipment,NULL,NULL,NULL,{1}{W},Equip,"Equipped creature gets +2/+0 and has vigilance.\nWhenever equipped creature dies, return it to its owner's hand.\nEquip {1}{W}","It cuts through the Cosmos itself, carving new Omenpaths between the realms."
454,3606519e-5677-4c21-a34e-be195b6669fa,modal_dfc,"Valkmira, Protector's Shield",Legendary Artifact,NULL,NULL,NULL,{3}{W},"Flying, Vigilance","If a source an opponent controls would deal damage to you or a permanent you control, prevent 1 of that damage.\nWhenever you or another permanent you control becomes the target of a spell or ability an opponent controls, counter that spell or ability unless its controller pays {1}.",NULL
455,5d131784-c1a3-463e-a37b-b720af67ab62,modal_dfc,"Hakka, Whispering Raven",Legendary Creature -- Bird,2,3,NULL,{1}{U},"Scry, Flying","Flying\nWhenever Hakka, Whispering Raven deals combat damage to a player, return it to its owner's hand, then scry 2.",Alrund's raven soars between realms; no secret is beyond his grasp.
456,fab2fca4-a99f-4ffe-9c02-edb6e0be2358,modal_dfc,The Omenkeel,Legendary Artifact -- Vehicle,3,3,NULL,{1}{U},Crew,"Whenever a Vehicle you control deals combat damage to a player, that player exiles that many cards from the top of their library. You may play lands from among those cards for as long as they remain exiled.\nCrew 1",NULL
457,9dfdb73d-b001-4a59-b79e-8c8c1baea116,modal_dfc,Throne of Death,Legendary Artifact,NULL,NULL,NULL,{B},"Mill, Deathtouch","At the beginning of your upkeep, mill a card.\n{2}{B}, {T}, Exile a creature card from your graveyard: Draw a card.",It offers all the warmth and comfort of the grave.
458,14dc88ee-bba9-4625-af0d-89f3762a0ead,modal_dfc,Tergrid's Lantern,Legendary Artifact,NULL,NULL,NULL,{3}{B},Menace,{T}: Target player loses 3 life unless they sacrifice a nonland permanent or discard a card.\n{3}{B}: Untap Tergrid's Lantern.,"When Tergrid was a child, her shadow tried to kill her. Only her lantern keeps it at bay."
459,ea7e4c65-b4c4-4795-9475-3cba71c50ea5,modal_dfc,"Tibalt, Cosmic Impostor",Legendary Planeswalker -- Tibalt,NULL,NULL,5,{5}{B}{R},NULL,"As Tibalt enters the battlefield, you get an emblem with ""You may play cards exiled with Tibalt, Cosmic Impostor, and you may spend mana as though it were mana of any color to cast those spells.""\n+2: Exile the top card of each player's library.\n-3: Exile target artifact or creature.\n-8: Exile all cards from all graveyards. Add {R}{R}{R}.",NULL
460,44657ab1-0a6a-4a5f-9688-86f239083821,modal_dfc,"Harnfel, Horn of Bounty",Legendary Artifact,NULL,NULL,NULL,{4}{R},NULL,Discard a card: Exile the top two cards of your library. You may play those cards this turn.,"Like her well of stories, Birgi's horn never runs dry."
461,22a6a5f1-1405-4efb-af3e-e1f58d664e99,modal_dfc,Toralf's Hammer,Legendary Artifact -- Equipment,NULL,NULL,NULL,{1}{R},"Trample, Equip","Equipped creature has ""{1}{R}, {T}, Unattach Toralf's Hammer: It deals 3 damage to any target. Return Toralf's Hammer to its owner's hand.""\nEquipped creature gets +3/+0 as long as it's legendary.\nEquip {1}{R}",NULL
462,f6cd7465-9dd0-473c-ac5e-dd9e2f22f5f6,modal_dfc,The Prismatic Bridge,Legendary Enchantment,NULL,NULL,NULL,{W}{U}{B}{R}{G},Vigilance,"At the beginning of your upkeep, reveal cards from the top of your library until you reveal a creature or planeswalker card. Put that card onto the battlefield and the rest on the bottom of your library in a random order.",Starnheim awaits.
463,c697548f-925b-405e-970a-4e78067d5c8e,modal_dfc,"Kaldring, the Rimestaff",Legendary Snow Artifact,NULL,NULL,NULL,{1}{U}{B},NULL,"{T}: You may play target snow permanent card from your graveyard this turn. If you do, it enters the battlefield tapped.","As the sagas tell it, Jorn collects a sliver of ice from every realm he visits."
464,b76bed98-30b1-4572-b36c-684ada06826c,modal_dfc,The Ringhart Crest,Legendary Artifact,NULL,NULL,NULL,{1}{G},NULL,"As The Ringhart Crest enters the battlefield, choose a creature type.\n{T}: Add {G}. Spend this mana only to cast a creature spell of the chosen type or a legendary creature spell.",Kolvori's love for her family knows no bounds.
469,86528590-6ff1-4dfa-adf2-6de05ff7b89c,modal_dfc,"Tibalt, Cosmic Impostor",Legendary Planeswalker -- Tibalt,NULL,NULL,5,{5}{B}{R},NULL,"As Tibalt enters the battlefield, you get an emblem with ""You may play cards exiled with Tibalt, Cosmic Impostor, and you may spend mana as though it were mana of any color to cast those spells.""\n+2: Exile the top card of each player's library.\nâˆ’3: Exile target artifact or creature.\nâˆ’8: Exile all cards from all graveyards. Add {R}{R}{R}.",NULL
470,87c33c94-4b56-4a96-9c4c-a376f8d54943,modal_dfc,Tidechannel Pathway,Land,NULL,NULL,NULL,NULL,NULL,{T}: Add {U}.,NULL
471,3933326a-2014-4ac0-bfd3-8ff26e178920,modal_dfc,Searstep Pathway,Land,NULL,NULL,NULL,NULL,NULL,{T}: Add {R}.,NULL
472,501ceec3-c196-4db4-980d-31edf6232acf,modal_dfc,Slitherbore Pathway,Land,NULL,NULL,NULL,NULL,NULL,{T}: Add {G}.,NULL
473,b851c41b-ed73-4ee4-9063-544f97f35f67,modal_dfc,Mistgate Pathway,Land,NULL,NULL,NULL,NULL,NULL,{T}: Add {U}.,NULL
474,feddb683-a8f8-4def-bd3e-6d630c42cd34,modal_dfc,Sword of the Realms,Legendary Artifact -- Equipment,NULL,NULL,NULL,{1}{W},Equip,"Equipped creature gets +2/+0 and has vigilance.\nWhenever equipped creature dies, return it to its owner's hand.\nEquip {1}{W}",NULL
475,c717b484-4b88-4073-a185-71b6085e7324,modal_dfc,"Valkmira, Protector's Shield",Legendary Artifact,NULL,NULL,NULL,{3}{W},"Flying, Vigilance","If a source an opponent controls would deal damage to you or a permanent you control, prevent 1 of that damage.\nWhenever you or another permanent you control becomes the target of a spell or ability an opponent controls, counter that spell or ability unless its controller pays {1}.",NULL
476,b751cf69-0a02-4cd2-abd4-cdb65ca620a8,modal_dfc,"Hakka, Whispering Raven",Legendary Creature -- Bird,2,3,NULL,{1}{U},"Scry, Flying","Flying\nWhenever Hakka, Whispering Raven deals combat damage to a player, return it to its owner's hand, then scry 2.",NULL
477,9b660733-6ed4-49a6-ae4c-e9e4f9c851cf,modal_dfc,The Omenkeel,Legendary Artifact -- Vehicle,3,3,NULL,{1}{U},Crew,"Whenever a Vehicle you control deals combat damage to a player, that player exiles that many cards from the top of their library. You may play lands from among those cards for as long as they remain exiled.\nCrew 1",NULL
478,ddfef9b6-4c78-49ac-b97c-5ddbbd8be7ef,modal_dfc,Throne of Death,Legendary Artifact,NULL,NULL,NULL,{B},"Mill, Deathtouch","At the beginning of your upkeep, mill a card.\n{2}{B}, {T}, Exile a creature card from your graveyard: Draw a card.",NULL
479,9ff4efdf-c0bb-443a-a100-2f3850571e91,modal_dfc,Tergrid's Lantern,Legendary Artifact,NULL,NULL,NULL,{3}{B},Menace,{T}: Target player loses 3 life unless they sacrifice a nonland permanent or discard a card.\n{3}{B}: Untap Tergrid's Lantern.,NULL
480,e3e5c965-a689-4726-b8c2-63b836895939,modal_dfc,"Tibalt, Cosmic Impostor",Legendary Planeswalker -- Tibalt,NULL,NULL,5,{5}{B}{R},NULL,"As Tibalt enters the battlefield, you get an emblem with ""You may play cards exiled with Tibalt, Cosmic Impostor, and you may spend mana as though it were mana of any color to cast those spells.""\n+2: Exile the top card of each player's library.\n-3: Exile target artifact or creature.\n-8: Exile all cards from all graveyards. Add {R}{R}{R}.",NULL
481,54dccbc0-528c-4e99-a6db-f2373978fe5f,modal_dfc,"Harnfel, Horn of Bounty",Legendary Artifact,NULL,NULL,NULL,{4}{R},NULL,Discard a card: Exile the top two cards of your library. You may play those cards this turn.,NULL
482,5af80f3b-229d-43f8-976e-50bee70b32e7,modal_dfc,Toralf's Hammer,Legendary Artifact -- Equipment,NULL,NULL,NULL,{1}{R},"Trample, Equip","Equipped creature has ""{1}{R}, {T}, Unattach Toralf's Hammer: It deals 3 damage to any target. Return Toralf's Hammer to its owner's hand.""\nEquipped creature gets +3/+0 as long as it's legendary.\nEquip {1}{R}",NULL
483,ced8571a-24e1-45be-8698-3314b663940a,modal_dfc,The Prismatic Bridge,Legendary Enchantment,NULL,NULL,NULL,{W}{U}{B}{R}{G},Vigilance,"At the beginning of your upkeep, reveal cards from the top of your library until you reveal a creature or planeswalker card. Put that card onto the battlefield and the rest on the bottom of your library in a random order.",NULL
484,950ecba7-90b1-42bc-a5f4-ab8d9e9607ee,modal_dfc,"Kaldring, the Rimestaff",Legendary Snow Artifact,NULL,NULL,NULL,{1}{U}{B},NULL,"{T}: You may play target snow permanent card from your graveyard this turn. If you do, it enters the battlefield tapped.",NULL
485,aabe2c58-620a-4caa-880f-326676422fe7,modal_dfc,The Ringhart Crest,Legendary Artifact,NULL,NULL,NULL,{1}{G},NULL,"As The Ringhart Crest enters the battlefield, choose a creature type.\n{T}: Add {G}. Spend this mana only to cast a creature spell of the chosen type or a legendary creature spell.",NULL
